4.0 55.0 71.23091
8.0 111.0 71.052475
12.0 163.0 73.10574
16.0 216.0 74.84316
20.0 225.0 88.7448
24.0 301.0 79.56122
28.0 335.0 83.771805
32.0 398.0 80.04256
36.0 438.0 82.03363
40.0 505.0 79.35399
44.0 565.0 78.10085
48.0 609.0 78.43232
52.0 693.0 74.40288
56.0 710.0 78.97009
60.0 747.0 79.54591
64.0 768.0 83.86532
